list_name;name;label::Arab (ar);subdistrict;sch_env
sector;281836;مقاطعة 25 احيمر عويجيلة;qds;rur
sector;281838;مقاطعة 26 (أ) المحوطة من طبر شيخ عمار;qds;rur
sector;281840;مقاطعة 26 (ب) اراضي وعيون وادي اوعير;qds;rur
sector;281841;مقاطعة 27 اراضي وعيون وادي ام دودة;qds;rur
sector;281842;مقاطعة 28 الدلكة والرمل;qds;rur
sector;281843;مقاطعة 29 احيمر عتيوي الجنوبي الشرقي;qds;rur
sector;281844;مقاطعة 30 رمل ال شبل;qds;rur
sector;281845;مقاطعة 31 الشويلة الجنوبية;qds;rur
sector;281846;مقاطعة 32 الدعارية الشرقية;qds;rur
sector;281847;مقاطعة 33 احيمر عتيوي الجنوبي الغربي;qds;rur
sector;281848;مقاطعة 34 نغيشية ال شبل;qds;rur
sector;281849;مقاطعة 35 ام سباع;qds;rur
sector;281850;مقاطعة 36 الشويلة وام صخرة;qds;rur
sector;281851;مقاطعة 37 الشويلة;qds;rur
sector;281852;مقاطعة 38 الشويلة الوسطى;qds;rur
sector;281853;مقاطعة 39 هور صليب الجنوبي;qds;rur
sector;281854;مقاطعة 40 الطرمة;qds;rur
sector;281855;مقاطعة 41 شبينة وطوك آل شلاش;qds;rur
sector;281857;مقاطعة 42 ام بزونة الغربية;qds;rur
sector;281859;مقاطعة  43 طوك الغزالات;qds;rur
sector;281861;مقاطعة  44 ام تولة;qds;rur
sector;281862;مقاطعة  45 المشراكة;qds;rur
sector;281863;مقاطعة  46 هور صليب الشمالي;qds;rur
sector;281866;مقاطعة  47 احيمر18;qds;rur
sector;281867;مقاطعة  48 العنينية;qds;rur
sector;281868;مقاطعة  49 ام بزونة ال بندر من ام بزونة الشرقية;qds;rur
sector;281869;مقاطعة  52 الشاط من طبر شيخ عمار;qds;rur
sector;281870;مقاطعة  55 احيمر12;qds;rur
sector;281871;مقاطعة  56 ام نعاج;qds;rur
sector;281872;مقاطعة  57 احيمر عتيوي الشمالي;qds;rur
sector;281873;مقاطعة  58 الدعارية الغربية;qds;rur
sector;281874;مقاطعة  59 ام الهوش احيمر عتيوي;qds;rur
sector;281875;مقاطعة  60 العكرة والرفيع;qds;rur
sector;281876;مقاطعة  61 العاصية;qds;rur
sector;281877;مقاطعة  62 الجلادية;qds;rur
sector;281878;مقاطعة  63 ام عصافير;qds;rur
sector;281879;مقاطعة  64 الجلادية الجنوبية;qds;rur
sector;281880;مقاطعة  65 المحوطة وام حلانة;qds;rur
