list_name;name;label::Arab (ar);subdistrict;sch_env
sector;281838;مقاطعة 26 (أ) المحوطة من طبر شيخ عمار;12;2
sector;281840;مقاطعة 26 (ب) اراضي وعيون وادي اوعير;12;2
sector;281841;مقاطعة 27 اراضي وعيون وادي ام دودة;12;2
sector;281842;مقاطعة 28 الدلكة والرمل;12;2
sector;281843;مقاطعة 29 احيمر عتيوي الجنوبي الشرقي;12;2
sector;281844;مقاطعة 30 رمل ال شبل;12;2
sector;281845;مقاطعة 31 الشويلة الجنوبية;12;2
sector;281846;مقاطعة 32 الدعارية الشرقية;12;2
sector;281847;مقاطعة 33 احيمر عتيوي الجنوبي الغربي;12;2
sector;281848;مقاطعة 34 نغيشية ال شبل;12;2
sector;281849;مقاطعة 35 ام سباع;12;2
sector;281850;مقاطعة 36 الشويلة وام صخرة;12;2
sector;281851;مقاطعة 37 الشويلة;12;2
sector;281852;مقاطعة 38 الشويلة الوسطى;12;2
sector;281853;مقاطعة 39 هور صليب الجنوبي;12;2
sector;281854;مقاطعة 40 الطرمة;12;2
sector;281855;مقاطعة 41 شبينة وطوك آل شلاش;12;2
sector;281857;مقاطعة 42 ام بزونة الغربية;12;2
sector;281859;مقاطعة  43 طوك الغزالات;12;2
sector;281861;مقاطعة  44 ام تولة;12;2
sector;281862;مقاطعة  45 المشراكة;12;2
sector;281863;مقاطعة  46 هور صليب الشمالي;12;2
sector;281866;مقاطعة  47 احيمر18;12;2
sector;281867;مقاطعة  48 العنينية;12;2
sector;281868;مقاطعة  49 ام بزونة ال بندر من ام بزونة الشرقية;12;2
sector;281869;مقاطعة  52 الشاط من طبر شيخ عمار;12;2
sector;281870;مقاطعة  55 احيمر12;12;2
sector;281871;مقاطعة  56 ام نعاج;12;2
sector;281872;مقاطعة  57 احيمر عتيوي الشمالي;12;2
sector;281873;مقاطعة  58 الدعارية الغربية;12;2
sector;281874;مقاطعة  59 ام الهوش احيمر عتيوي;12;2
sector;281875;مقاطعة  60 العكرة والرفيع;12;2
sector;281876;مقاطعة  61 العاصية;12;2
sector;281877;مقاطعة  62 الجلادية;12;2
sector;281878;مقاطعة  63 ام عصافير;12;2
sector;281879;مقاطعة  64 الجلادية الجنوبية;12;2
sector;281880;مقاطعة  65 المحوطة وام حلانة;12;2
